ID,FP,Approved,On hold,Sourcing start,Interview start,Interview end,Offered,Filled,Status,Role Type,Recruiting Channel,Offer Bonus,City,State
18134,F,2014-07-11,,2014-07-16 00:00:00,2014-08-04 00:00:00,2014-08-24 00:00:00,,,Interview end,Non-Technical,LinkedIn,,Boston,MA
4857,P,2014-06-16,,2014-06-23 00:00:00,2014-07-09 00:00:00,2014-07-29 00:00:00,2014-08-03 00:00:00,2014-08-12 00:00:00,Filled,Non-Technical,LinkedIn,,Boston,MA
15589,P,2014-06-04,,2014-06-12 00:00:00,2014-06-26 00:00:00,2014-07-20 00:00:00,2014-07-29 00:00:00,2014-08-03 00:00:00,Filled,Non-Technical,Internal,,Chicago,IL
6991,P,2014-06-10,,2014-06-16 00:00:00,2014-07-04 00:00:00,2014-07-24 00:00:00,2014-08-01 00:00:00,2014-08-07 00:00:00,Filled,Non-Technical,Internal,,San Francisco,CA
11566,F,2014-08-13,,2014-08-18 00:00:00,2014-08-31 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,Denver,CO
1607,F,2014-06-20,,2014-06-28 00:00:00,2014-07-17 00:00:00,2014-08-04 00:00:00,2014-08-13 00:00:00,2014-08-21 00:00:00,Filled,Non-Technical,LinkedIn,9000.0,Denver,CO
17338,P,2014-08-19,,2014-08-24 00:00:00,,,,,Sourcing start,Technical,,,Austin,TX
9846,P,2014-08-16,,2014-08-22 00:00:00,,,,,Sourcing start,Non-Technical,,,Atlanta,GA
2676,F,2014-08-28,,,,,,,Approved,Technical,,,Atlanta,GA
17687,P,2014-08-29,,,,,,,Approved,Non-Technical,,,Seattle,WA
10164,F,2014-07-31,,2014-08-08 00:00:00,2014-08-18 00:00:00,,,,Interview start,Technical,LinkedIn,,Seattle,WA
13879,F,2014-08-19,,2014-08-26 00:00:00,,,,,Sourcing start,Technical,,,Denver,CO
9283,P,2014-08-04,,2014-08-10 00:00:00,2014-08-20 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,Chicago,IL
16041,F,2014-06-15,,2014-06-23 00:00:00,2014-07-09 00:00:00,2014-08-04 00:00:00,2014-08-11 00:00:00,2014-08-20 00:00:00,Filled,Non-Technical,Internal,23000.0,New York,NY
10971,P,2014-08-29,,,,,,,Approved,Technical,,,New York,NY
7196,P,2014-08-01,,2014-08-09 00:00:00,2014-08-26 00:00:00,,,,Interview start,Non-Technical,Referral,,Miami,FL
12373,F,2014-07-12,,2014-07-21 00:00:00,2014-08-03 00:00:00,2014-08-18 00:00:00,2014-08-24 00:00:00,,Offered,Non-Technical,Referral,23500.0,Chicago,IL
12430,F,2014-08-14,,2014-08-23 00:00:00,,,,,Sourcing start,Technical,,,New York,NY
4148,F,2014-07-24,,2014-08-01 00:00:00,2014-08-14 00:00:00,,,,Interview start,Non-Technical,Referral,,San Francisco,CA
17102,F,2014-07-18,,2014-07-27 00:00:00,2014-08-14 00:00:00,2014-08-30 00:00:00,,,Interview end,Technical,Internal,,Dallas,TX
3227,F,2014-08-21,,2014-08-27 00:00:00,,,,,Sourcing start,Non-Technical,,,Atlanta,GA
17078,P,2014-07-05,,2014-07-12 00:00:00,2014-07-27 00:00:00,2014-08-19 00:00:00,2014-08-26 00:00:00,,Offered,Non-Technical,Internal,,San Francisco,CA
15592,P,2014-08-15,,2014-08-23 00:00:00,,,,,Sourcing start,Technical,,,New York,NY
2542,F,2014-07-13,,2014-07-19 00:00:00,2014-08-02 00:00:00,2014-08-24 00:00:00,2014-08-29 00:00:00,,Offered,Technical,LinkedIn,15500.0,Dallas,TX
17712,P,2014-06-08,,2014-06-16 00:00:00,2014-06-30 00:00:00,2014-07-22 00:00:00,2014-07-28 00:00:00,2014-08-05 00:00:00,Filled,Technical,LinkedIn,,Miami,FL
1969,F,2014-06-24,,2014-06-30 00:00:00,2014-07-15 00:00:00,2014-08-10 00:00:00,2014-08-19 00:00:00,2014-08-26 00:00:00,Filled,Non-Technical,Referral,11000.0,Seattle,WA
19964,F,2014-06-12,,2014-06-20 00:00:00,2014-07-07 00:00:00,2014-07-26 00:00:00,2014-08-04 00:00:00,2014-08-12 00:00:00,Filled,Non-Technical,Referral,14500.0,Chicago,IL
6253,F,2014-08-06,,2014-08-13 00:00:00,2014-08-29 00:00:00,,,,Interview start,Non-Technical,Internal,,Chicago,IL
11805,P,2014-06-24,,2014-07-03 00:00:00,2014-07-15 00:00:00,2014-08-12 00:00:00,2014-08-21 00:00:00,2014-08-27 00:00:00,Filled,Technical,LinkedIn,,New York,NY
17003,P,2014-07-23,,2014-07-31 00:00:00,2014-08-11 00:00:00,2014-08-31 00:00:00,,,Interview end,Technical,Referral,,Austin,TX
7591,P,2014-07-04,,2014-07-11 00:00:00,2014-07-27 00:00:00,2014-08-25 00:00:00,2014-08-31 00:00:00,,Offered,Technical,Referral,,New York,NY
16104,F,2014-06-08,,2014-06-13 00:00:00,2014-07-01 00:00:00,2014-07-18 00:00:00,2014-07-27 00:00:00,2014-08-01 00:00:00,Filled,Technical,Direct,26500.0,Seattle,WA
1051,P,2014-06-24,,2014-07-02 00:00:00,2014-07-14 00:00:00,2014-08-11 00:00:00,2014-08-16 00:00:00,2014-08-25 00:00:00,Filled,Non-Technical,LinkedIn,,Seattle,WA
17956,F,2014-08-24,,,,,,,Approved,Non-Technical,,,Miami,FL
16673,P,2014-08-27,,,,,,,Approved,Non-Technical,,,Denver,CO
16480,F,2014-08-29,,,,,,,Approved,Technical,,,Seattle,WA
10191,F,2014-06-30,,2014-07-06 00:00:00,2014-07-21 00:00:00,2014-08-15 00:00:00,2014-08-22 00:00:00,2014-08-31 00:00:00,Filled,Non-Technical,Referral,20000.0,Seattle,WA
2520,P,2014-08-11,,2014-08-16 00:00:00,2014-08-29 00:00:00,,,,Interview start,Non-Technical,Internal,,Atlanta,GA
19422,F,2014-07-15,,2014-07-22 00:00:00,2014-08-01 00:00:00,2014-08-16 00:00:00,2014-08-22 00:00:00,2014-08-27 00:00:00,Filled,Non-Technical,Internal,17000.0,San Francisco,CA
9758,F,2014-07-01,,2014-07-06 00:00:00,2014-07-18 00:00:00,2014-08-10 00:00:00,2014-08-18 00:00:00,2014-08-26 00:00:00,Filled,Non-Technical,LinkedIn,19000.0,Atlanta,GA
4563,F,2014-06-18,,2014-06-25 00:00:00,2014-07-05 00:00:00,2014-07-21 00:00:00,2014-07-27 00:00:00,2014-08-01 00:00:00,Filled,Technical,LinkedIn,23500.0,New York,NY
16525,F,2014-08-28,,,,,,,Approved,Technical,,,Seattle,WA
2900,F,2014-06-26,,2014-07-03 00:00:00,2014-07-15 00:00:00,2014-08-11 00:00:00,2014-08-20 00:00:00,2014-08-26 00:00:00,Filled,Non-Technical,Referral,24000.0,Boston,MA
2444,F,2014-07-07,,2014-07-12 00:00:00,2014-07-25 00:00:00,2014-08-18 00:00:00,2014-08-24 00:00:00,,Offered,Technical,LinkedIn,22000.0,Dallas,TX
11335,F,2014-08-15,,2014-08-22 00:00:00,,,,,Sourcing start,Technical,,,New York,NY
19689,F,2014-07-25,,2014-07-30 00:00:00,2014-08-11 00:00:00,,,,Interview start,Non-Technical,Internal,,Miami,FL
4495,F,2014-08-19,,2014-08-25 00:00:00,,,,,Sourcing start,Non-Technical,,,Miami,FL
16481,F,2014-06-28,,2014-07-06 00:00:00,2014-07-24 00:00:00,2014-08-16 00:00:00,2014-08-21 00:00:00,2014-08-29 00:00:00,Filled,Non-Technical,Internal,25000.0,New York,NY
9326,P,2014-08-26,,,,,,,Approved,Technical,,,Chicago,IL
6444,P,2014-06-17,,2014-06-26 00:00:00,2014-07-13 00:00:00,2014-08-04 00:00:00,2014-08-12 00:00:00,2014-08-21 00:00:00,Filled,Technical,Internal,,Denver,CO
8760,P,2014-07-08,,2014-07-13 00:00:00,2014-07-24 00:00:00,2014-08-15 00:00:00,2014-08-20 00:00:00,2014-08-28 00:00:00,Filled,Non-Technical,LinkedIn,,San Francisco,CA
1821,F,2014-06-06,,2014-06-11 00:00:00,2014-06-25 00:00:00,2014-07-23 00:00:00,2014-07-31 00:00:00,2014-08-08 00:00:00,Filled,Non-Technical,Internal,6500.0,Denver,CO
16353,F,2014-08-17,,2014-08-23 00:00:00,,,,,Sourcing start,Non-Technical,,,Dallas,TX
10037,P,2014-06-20,,2014-06-28 00:00:00,2014-07-10 00:00:00,2014-08-02 00:00:00,2014-08-10 00:00:00,2014-08-15 00:00:00,Filled,Non-Technical,Referral,,Miami,FL
3095,F,2014-08-20,,2014-08-26 00:00:00,,,,,Sourcing start,Non-Technical,,,Miami,FL
5759,F,2014-07-25,,2014-08-01 00:00:00,2014-08-11 00:00:00,,,,Interview start,Non-Technical,Internal,,New York,NY
16209,F,2014-08-08,,2014-08-17 00:00:00,,,,,Sourcing start,Technical,,,Miami,FL
7830,F,2014-07-19,,2014-07-27 00:00:00,2014-08-14 00:00:00,,,,Interview start,Non-Technical,Referral,,Chicago,IL
19973,P,2014-07-18,,2014-07-25 00:00:00,2014-08-13 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,Denver,CO
17529,P,2014-08-29,,,,,,,Approved,Non-Technical,,,Miami,FL
7476,P,2014-07-18,,2014-07-26 00:00:00,2014-08-09 00:00:00,,,,Interview start,Non-Technical,Referral,,Austin,TX
12449,F,2014-08-01,,2014-08-08 00:00:00,2014-08-27 00:00:00,,,,Interview start,Non-Technical,Referral,,Boston,MA
18691,F,2014-07-09,,2014-07-15 00:00:00,2014-08-02 00:00:00,2014-08-24 00:00:00,2014-08-29 00:00:00,,Offered,Technical,LinkedIn,27500.0,Austin,TX
7493,F,2014-08-09,,2014-08-17 00:00:00,2014-08-27 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,New York,NY
1951,P,2014-06-24,,2014-07-01 00:00:00,2014-07-20 00:00:00,2014-08-14 00:00:00,2014-08-19 00:00:00,2014-08-24 00:00:00,Filled,Technical,LinkedIn,,Dallas,TX
8344,P,2014-07-06,,2014-07-11 00:00:00,2014-07-21 00:00:00,2014-08-13 00:00:00,2014-08-18 00:00:00,2014-08-27 00:00:00,Filled,Non-Technical,LinkedIn,,Boston,MA
9982,P,2014-07-06,,2014-07-11 00:00:00,2014-07-29 00:00:00,2014-08-13 00:00:00,2014-08-18 00:00:00,2014-08-24 00:00:00,Filled,Technical,Referral,,Seattle,WA
18281,P,2014-07-08,,2014-07-15 00:00:00,2014-07-26 00:00:00,2014-08-16 00:00:00,2014-08-24 00:00:00,2014-08-30 00:00:00,Filled,Technical,LinkedIn,,Austin,TX
8588,P,2014-07-08,,2014-07-16 00:00:00,2014-08-04 00:00:00,2014-08-27 00:00:00,,,Interview end,Technical,LinkedIn,,Chicago,IL
15237,P,2014-06-25,,2014-06-30 00:00:00,2014-07-19 00:00:00,2014-08-12 00:00:00,2014-08-20 00:00:00,2014-08-26 00:00:00,Filled,Non-Technical,Referral,,San Francisco,CA
1728,P,2014-08-16,,2014-08-25 00:00:00,,,,,Sourcing start,Technical,,,Dallas,TX
12636,F,2014-07-09,,2014-07-17 00:00:00,2014-08-04 00:00:00,2014-08-26 00:00:00,,,Interview end,Technical,Direct,,Dallas,TX
17104,F,2014-08-08,,2014-08-15 00:00:00,2014-08-31 00:00:00,,,,Interview start,Non-Technical,Referral,,Chicago,IL
16779,P,2014-08-26,,,,,,,Approved,Technical,,,Chicago,IL
13802,F,2014-08-24,,,,,,,Approved,Non-Technical,,,Austin,TX
6926,F,2014-06-27,,2014-07-04 00:00:00,2014-07-17 00:00:00,2014-08-11 00:00:00,2014-08-17 00:00:00,2014-08-24 00:00:00,Filled,Non-Technical,Direct,24500.0,Boston,MA
5313,F,2014-07-09,,2014-07-16 00:00:00,2014-08-03 00:00:00,2014-08-27 00:00:00,,,Interview end,Non-Technical,LinkedIn,,New York,NY
15823,F,2014-07-06,,2014-07-11 00:00:00,2014-07-21 00:00:00,2014-08-08 00:00:00,2014-08-15 00:00:00,2014-08-20 00:00:00,Filled,Technical,LinkedIn,24500.0,Miami,FL
4234,F,2014-06-15,,2014-06-22 00:00:00,2014-07-09 00:00:00,2014-08-06 00:00:00,2014-08-14 00:00:00,2014-08-21 00:00:00,Filled,Non-Technical,Direct,20500.0,Dallas,TX
11819,P,2014-08-28,,,,,,,Approved,Technical,,,Austin,TX
13995,P,2014-07-10,,2014-07-19 00:00:00,2014-07-29 00:00:00,2014-08-19 00:00:00,2014-08-25 00:00:00,,Offered,Non-Technical,LinkedIn,,Austin,TX
7528,F,2014-07-20,,2014-07-26 00:00:00,2014-08-14 00:00:00,,,,Interview start,Technical,Referral,,Austin,TX
6560,F,2014-08-23,,2014-08-31 00:00:00,,,,,Sourcing start,Non-Technical,,,Atlanta,GA
18815,F,2014-08-07,,2014-08-12 00:00:00,2014-08-27 00:00:00,,,,Interview start,Technical,Internal,,Denver,CO
15638,P,2014-08-23,,2014-08-30 00:00:00,,,,,Sourcing start,Non-Technical,,,San Francisco,CA
15385,F,2014-06-29,,2014-07-05 00:00:00,2014-07-20 00:00:00,2014-08-11 00:00:00,2014-08-20 00:00:00,2014-08-25 00:00:00,Filled,Non-Technical,Referral,20000.0,New York,NY
12156,P,2014-07-29,,2014-08-03 00:00:00,2014-08-18 00:00:00,,,,Interview start,Non-Technical,Internal,,Seattle,WA
2349,P,2014-07-19,,2014-07-26 00:00:00,2014-08-07 00:00:00,,,,Interview start,Technical,LinkedIn,,Denver,CO
9572,P,2014-08-17,,2014-08-22 00:00:00,,,,,Sourcing start,Non-Technical,,,Austin,TX
7245,P,2014-07-21,,2014-07-27 00:00:00,2014-08-12 00:00:00,,,,Interview start,Non-Technical,Internal,,Boston,MA
10235,F,2014-08-26,,,,,,,Approved,Non-Technical,,,Austin,TX
4790,F,2014-08-21,,2014-08-28 00:00:00,,,,,Sourcing start,Technical,,,Boston,MA
8177,P,2014-06-18,,2014-06-25 00:00:00,2014-07-09 00:00:00,2014-08-03 00:00:00,2014-08-09 00:00:00,2014-08-15 00:00:00,Filled,Non-Technical,Internal,,Chicago,IL
12979,P,2014-08-02,,2014-08-08 00:00:00,2014-08-19 00:00:00,,,,Interview start,Technical,LinkedIn,,Atlanta,GA
8224,P,2014-08-20,,2014-08-29 00:00:00,,,,,Sourcing start,Technical,,,Dallas,TX
4752,F,2014-08-06,,2014-08-14 00:00:00,2014-08-26 00:00:00,,,,Interview start,Technical,LinkedIn,,New York,NY
12301,P,2014-08-27,,,,,,,Approved,Non-Technical,,,New York,NY
15206,F,2014-06-21,,2014-06-27 00:00:00,2014-07-08 00:00:00,2014-08-03 00:00:00,2014-08-09 00:00:00,2014-08-17 00:00:00,Filled,Technical,Referral,29000.0,Seattle,WA
6122,F,2014-08-12,,2014-08-21 00:00:00,,,,,Sourcing start,Technical,,,Miami,FL
16149,F,2014-03-23,2014-04-04 00:00:00,,,,,,On hold,Non-Technical,,,Seattle,WA
14644,F,2014-08-14,,2014-08-19 00:00:00,,,,,Sourcing start,Non-Technical,,,Chicago,IL
2458,F,2014-08-23,,2014-08-30 00:00:00,,,,,Sourcing start,Technical,,,Denver,CO
150,P,2014-07-11,,2014-07-18 00:00:00,2014-07-30 00:00:00,2014-08-19 00:00:00,2014-08-26 00:00:00,2014-08-31 00:00:00,Filled,Non-Technical,Internal,,Seattle,WA
2484,P,2014-07-09,,2014-07-17 00:00:00,2014-07-30 00:00:00,2014-08-14 00:00:00,2014-08-20 00:00:00,2014-08-28 00:00:00,Filled,Technical,Referral,,New York,NY
13520,F,2014-07-21,,2014-07-28 00:00:00,2014-08-12 00:00:00,,,,Interview start,Technical,LinkedIn,,Atlanta,GA
19257,F,2014-07-13,,2014-07-20 00:00:00,2014-08-01 00:00:00,2014-08-29 00:00:00,,,Interview end,Technical,Referral,,Chicago,IL
16854,F,2014-07-19,,2014-07-26 00:00:00,2014-08-06 00:00:00,2014-08-28 00:00:00,,,Interview end,Non-Technical,LinkedIn,,Dallas,TX
2473,F,2014-06-21,,2014-06-26 00:00:00,2014-07-12 00:00:00,2014-08-09 00:00:00,2014-08-18 00:00:00,2014-08-26 00:00:00,Filled,Technical,Internal,27000.0,Seattle,WA
8411,P,2014-08-15,,2014-08-21 00:00:00,,,,,Sourcing start,Technical,,,Boston,MA
7452,P,2014-08-07,,2014-08-15 00:00:00,2014-08-26 00:00:00,,,,Interview start,Technical,Referral,,Atlanta,GA
9479,F,2014-08-12,,2014-08-21 00:00:00,,,,,Sourcing start,Non-Technical,,,San Francisco,CA
15728,F,2014-06-11,,2014-06-16 00:00:00,2014-07-01 00:00:00,2014-07-23 00:00:00,2014-07-30 00:00:00,2014-08-08 00:00:00,Filled,Technical,Direct,16500.0,New York,NY
15767,F,2014-06-29,,2014-07-06 00:00:00,2014-07-18 00:00:00,2014-08-02 00:00:00,2014-08-11 00:00:00,2014-08-17 00:00:00,Filled,Technical,Referral,28500.0,Austin,TX
8502,P,2014-06-29,,2014-07-07 00:00:00,2014-07-24 00:00:00,2014-08-10 00:00:00,2014-08-16 00:00:00,2014-08-21 00:00:00,Filled,Technical,Internal,,Dallas,TX
2236,F,2014-06-03,2014-06-25 00:00:00,,,,,,On hold,Technical,,,New York,NY
18161,P,2014-07-13,,2014-07-18 00:00:00,2014-07-28 00:00:00,2014-08-15 00:00:00,2014-08-23 00:00:00,2014-08-29 00:00:00,Filled,Non-Technical,Referral,,Chicago,IL
3317,F,2014-07-04,,2014-07-12 00:00:00,2014-07-22 00:00:00,2014-08-14 00:00:00,2014-08-22 00:00:00,2014-08-31 00:00:00,Filled,Non-Technical,LinkedIn,8500.0,Boston,MA
19092,P,2014-07-21,,2014-07-29 00:00:00,2014-08-17 00:00:00,,,,Interview start,Technical,LinkedIn,,Seattle,WA
8024,F,2014-08-07,,2014-08-13 00:00:00,2014-08-29 00:00:00,,,,Interview start,Technical,Internal,,Chicago,IL
6487,F,2014-08-30,,,,,,,Approved,Technical,,,Atlanta,GA
9364,F,2014-08-25,,,,,,,Approved,Technical,,,Boston,MA
10822,F,2014-06-08,,2014-06-16 00:00:00,2014-07-03 00:00:00,2014-07-19 00:00:00,2014-07-28 00:00:00,2014-08-05 00:00:00,Filled,Technical,Referral,27500.0,Austin,TX
3512,F,2014-08-25,,2014-08-31 00:00:00,,,,,Sourcing start,Non-Technical,,,Miami,FL
4376,P,2014-06-22,,2014-06-28 00:00:00,2014-07-14 00:00:00,2014-07-31 00:00:00,2014-08-05 00:00:00,2014-08-14 00:00:00,Filled,Non-Technical,Internal,,Seattle,WA
16590,F,2014-08-06,,2014-08-14 00:00:00,2014-08-26 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,Dallas,TX
18994,P,2014-06-08,,2014-06-17 00:00:00,2014-07-01 00:00:00,2014-07-22 00:00:00,2014-07-27 00:00:00,2014-08-01 00:00:00,Filled,Non-Technical,LinkedIn,,New York,NY
19310,F,2014-06-29,,2014-07-06 00:00:00,2014-07-22 00:00:00,2014-08-06 00:00:00,2014-08-13 00:00:00,2014-08-18 00:00:00,Filled,Non-Technical,LinkedIn,14500.0,Boston,MA
14892,P,2014-08-07,,2014-08-16 00:00:00,,,,,Sourcing start,Non-Technical,,,Seattle,WA
19533,F,2014-07-29,,2014-08-03 00:00:00,2014-08-22 00:00:00,,,,Interview start,Technical,LinkedIn,,Dallas,TX
14380,F,2014-06-14,,2014-06-20 00:00:00,2014-07-03 00:00:00,2014-07-21 00:00:00,2014-07-27 00:00:00,2014-08-01 00:00:00,Filled,Non-Technical,Referral,7500.0,Denver,CO
17410,P,2014-06-14,,2014-06-23 00:00:00,2014-07-03 00:00:00,2014-07-29 00:00:00,2014-08-06 00:00:00,2014-08-14 00:00:00,Filled,Technical,Internal,,Chicago,IL
12942,P,2014-06-19,,2014-06-27 00:00:00,2014-07-11 00:00:00,2014-08-08 00:00:00,2014-08-14 00:00:00,2014-08-19 00:00:00,Filled,Non-Technical,Referral,,New York,NY
13567,P,2014-07-07,,2014-07-15 00:00:00,2014-07-30 00:00:00,2014-08-26 00:00:00,,,Interview end,Non-Technical,Referral,,San Francisco,CA
15590,F,2014-08-01,,2014-08-09 00:00:00,2014-08-25 00:00:00,,,,Interview start,Technical,Referral,,Denver,CO
15083,P,2014-07-19,,2014-07-27 00:00:00,2014-08-14 00:00:00,,,,Interview start,Technical,LinkedIn,,Dallas,TX
15173,F,2014-07-07,,2014-07-16 00:00:00,2014-07-31 00:00:00,2014-08-27 00:00:00,,,Interview end,Non-Technical,LinkedIn,,Denver,CO
19080,P,2014-06-16,,2014-06-24 00:00:00,2014-07-13 00:00:00,2014-08-02 00:00:00,2014-08-09 00:00:00,2014-08-18 00:00:00,Filled,Technical,Direct,,Seattle,WA
6714,F,2014-06-11,,2014-06-17 00:00:00,2014-07-05 00:00:00,2014-07-23 00:00:00,2014-08-01 00:00:00,2014-08-10 00:00:00,Filled,Non-Technical,Referral,21500.0,Boston,MA
11779,F,2014-07-14,,2014-07-23 00:00:00,2014-08-06 00:00:00,2014-08-21 00:00:00,2014-08-26 00:00:00,,Offered,Non-Technical,LinkedIn,23500.0,San Francisco,CA
727,P,2014-08-16,,2014-08-24 00:00:00,,,,,Sourcing start,Non-Technical,,,Miami,FL
10771,P,2014-06-12,,2014-06-18 00:00:00,2014-06-28 00:00:00,2014-07-26 00:00:00,2014-08-03 00:00:00,2014-08-11 00:00:00,Filled,Non-Technical,LinkedIn,,Boston,MA
6903,P,2014-08-07,,2014-08-13 00:00:00,2014-08-29 00:00:00,,,,Interview start,Technical,LinkedIn,,Miami,FL
15347,F,2014-07-20,,2014-07-25 00:00:00,2014-08-07 00:00:00,2014-08-22 00:00:00,2014-08-31 00:00:00,,Offered,Technical,Internal,13500.0,Dallas,TX
13334,P,2014-06-29,,2014-07-08 00:00:00,2014-07-23 00:00:00,2014-08-20 00:00:00,2014-08-26 00:00:00,2014-08-31 00:00:00,Filled,Non-Technical,Internal,,Austin,TX
17837,F,2014-06-24,,2014-07-02 00:00:00,2014-07-21 00:00:00,2014-08-06 00:00:00,2014-08-12 00:00:00,2014-08-20 00:00:00,Filled,Non-Technical,Referral,10500.0,Boston,MA
12157,P,2014-06-06,,2014-06-14 00:00:00,2014-07-03 00:00:00,2014-07-22 00:00:00,2014-07-30 00:00:00,2014-08-07 00:00:00,Filled,Non-Technical,Internal,,Dallas,TX
15089,P,2014-07-06,,2014-07-13 00:00:00,2014-07-31 00:00:00,2014-08-27 00:00:00,,,Interview end,Technical,LinkedIn,,Seattle,WA
4378,P,2014-02-14,2014-03-13 00:00:00,,,,,,On hold,Technical,,,Miami,FL
10095,P,2014-08-22,,2014-08-27 00:00:00,,,,,Sourcing start,Non-Technical,,,Dallas,TX
4084,F,2014-08-10,,2014-08-15 00:00:00,2014-08-31 00:00:00,,,,Interview start,Technical,Referral,,New York,NY
351,F,2014-08-08,,2014-08-13 00:00:00,2014-08-24 00:00:00,,,,Interview start,Non-Technical,Referral,,Miami,FL
4719,P,2014-08-04,,2014-08-11 00:00:00,2014-08-28 00:00:00,,,,Interview start,Technical,LinkedIn,,Seattle,WA
3173,P,2014-07-11,,2014-07-20 00:00:00,2014-08-04 00:00:00,2014-08-20 00:00:00,2014-08-26 00:00:00,,Offered,Non-Technical,LinkedIn,,New York,NY
7778,F,2014-08-23,,2014-08-30 00:00:00,,,,,Sourcing start,Non-Technical,,,Dallas,TX
1048,P,2014-07-02,,2014-07-11 00:00:00,2014-07-27 00:00:00,2014-08-14 00:00:00,2014-08-23 00:00:00,2014-08-30 00:00:00,Filled,Non-Technical,LinkedIn,,Denver,CO
12823,P,2014-08-12,,2014-08-17 00:00:00,,,,,Sourcing start,Technical,,,Atlanta,GA
2201,F,2014-06-16,,2014-06-21 00:00:00,2014-07-06 00:00:00,2014-07-24 00:00:00,2014-08-01 00:00:00,2014-08-09 00:00:00,Filled,Non-Technical,LinkedIn,15000.0,Boston,MA
10511,P,2014-07-08,,2014-07-13 00:00:00,2014-07-31 00:00:00,2014-08-19 00:00:00,2014-08-26 00:00:00,,Offered,Non-Technical,Internal,,San Francisco,CA
19476,F,2014-07-02,,2014-07-09 00:00:00,2014-07-25 00:00:00,2014-08-17 00:00:00,2014-08-24 00:00:00,,Offered,Technical,Referral,19000.0,Seattle,WA
2669,F,2014-08-20,,2014-08-26 00:00:00,,,,,Sourcing start,Non-Technical,,,Austin,TX
11339,F,2014-07-09,,2014-07-15 00:00:00,2014-07-26 00:00:00,2014-08-23 00:00:00,2014-08-29 00:00:00,,Offered,Non-Technical,Internal,8000.0,San Francisco,CA
11876,F,2014-07-15,,2014-07-21 00:00:00,2014-08-05 00:00:00,2014-08-23 00:00:00,2014-08-29 00:00:00,,Offered,Non-Technical,LinkedIn,12000.0,Dallas,TX
5134,P,2014-08-27,,,,,,,Approved,Non-Technical,,,New York,NY
1371,F,2014-07-22,,2014-07-28 00:00:00,2014-08-11 00:00:00,2014-08-30 00:00:00,,,Interview end,Technical,Direct,,Miami,FL
2598,F,2014-08-28,,,,,,,Approved,Technical,,,San Francisco,CA
15674,P,2014-07-14,,2014-07-19 00:00:00,2014-08-01 00:00:00,2014-08-19 00:00:00,2014-08-27 00:00:00,,Offered,Technical,Referral,,New York,NY
15353,F,2014-08-19,,2014-08-24 00:00:00,,,,,Sourcing start,Non-Technical,,,Atlanta,GA
12336,P,2014-03-31,2014-04-19 00:00:00,,,,,,On hold,Non-Technical,,,Miami,FL
16214,F,2014-06-20,,2014-06-25 00:00:00,2014-07-08 00:00:00,2014-07-26 00:00:00,2014-08-02 00:00:00,2014-08-10 00:00:00,Filled,Non-Technical,LinkedIn,13000.0,Boston,MA
15244,P,2014-08-21,,2014-08-26 00:00:00,,,,,Sourcing start,Technical,,,Denver,CO
15489,P,2014-07-01,,2014-07-06 00:00:00,2014-07-17 00:00:00,2014-08-01 00:00:00,2014-08-09 00:00:00,2014-08-14 00:00:00,Filled,Technical,Internal,,Atlanta,GA
5646,P,2014-07-22,,2014-07-31 00:00:00,2014-08-13 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,Miami,FL
7589,F,2014-06-18,,2014-06-25 00:00:00,2014-07-05 00:00:00,2014-07-25 00:00:00,2014-07-30 00:00:00,2014-08-07 00:00:00,Filled,Non-Technical,Referral,15500.0,Atlanta,GA
13030,P,2014-07-29,,2014-08-07 00:00:00,2014-08-22 00:00:00,,,,Interview start,Technical,Internal,,Boston,MA
4368,F,2014-06-23,,2014-07-02 00:00:00,2014-07-12 00:00:00,2014-08-05 00:00:00,2014-08-12 00:00:00,2014-08-17 00:00:00,Filled,Non-Technical,LinkedIn,20500.0,New York,NY
4661,F,2014-07-03,,2014-07-09 00:00:00,2014-07-19 00:00:00,2014-08-09 00:00:00,2014-08-17 00:00:00,2014-08-26 00:00:00,Filled,Technical,LinkedIn,22500.0,Miami,FL
12573,P,2014-07-19,,2014-07-27 00:00:00,2014-08-15 00:00:00,,,,Interview start,Technical,LinkedIn,,Dallas,TX
11596,F,2014-07-06,,2014-07-15 00:00:00,2014-08-03 00:00:00,2014-08-25 00:00:00,2014-08-30 00:00:00,,Offered,Non-Technical,Internal,18000.0,Seattle,WA
16676,F,2014-08-17,,2014-08-26 00:00:00,,,,,Sourcing start,Technical,,,San Francisco,CA
8629,F,2014-07-26,,2014-08-03 00:00:00,2014-08-22 00:00:00,,,,Interview start,Non-Technical,Internal,,Denver,CO
1270,F,2014-08-04,,2014-08-11 00:00:00,2014-08-21 00:00:00,,,,Interview start,Technical,Internal,,Chicago,IL
11179,P,2014-08-17,,2014-08-24 00:00:00,,,,,Sourcing start,Technical,,,Austin,TX
18213,F,2014-07-30,,2014-08-08 00:00:00,2014-08-23 00:00:00,,,,Interview start,Technical,LinkedIn,,New York,NY
